Type,Title,Issuance Date,Cancellation Date,Cause,Count,Monitoring Station,Location Name,Statewide,Island,Island Wide,County,Advisement,Status
Brown Water Advisory,"BWA Kihei, MAUI",1/22/2014 12:00:00 AM,1/24/2014 12:00:00 AM,Heavy rains,,,,No,Maui,No,Maui,"A Brown Water Advisory(BWA) is being issued for Kihei from Kealia Pond to Kamaole Beach Park II.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.   Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean.  If coastal waters are brown, stay out.

",Closed
Brown Water Advisory,"Brown Water Advisory, Kauai",1/22/2014 12:00:00 AM,1/22/2014 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"A Brown Water Advisory is being issued for the east-north east areas of the island of Kauai, from Nawiliwili to (and including) Hanalei due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.


",Closed
Brown Water Advisory,"Brown Water Advisory Honokahua Bay, MAUI",1/22/2014 12:00:00 AM,1/23/2014 12:00:00 AM,Unknown at this time,,,,No,Maui,No,Maui,"A Brown Water advisory is being issued for Honokahua Bay on Maui.  CWB staff is investigating the cause of the Brown Water.   The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.   Turbid water runoff have been known to attract sharks due to possible dead animals being washed into the ocean.  If coastal waters are brown, stay out. ",Closed
Brown Water Advisory,"Brown Water Advisory, Kauai",12/15/2013 12:00:00 AM,12/18/2013 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,Yes,Kauai,"A Brown Water Advisory is being issued for the island of Kauai.  CWB has determined that heavy storm water flows occurred at Waimea, Nawiliwili, and Hanalei.   The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.


",Closed
Brown Water Advisory,"Brown Water Advisory, Oahu",12/2/2013 12:00:00 AM,12/6/2013 12:00:00 AM,Heavy rains,,,,No,O‘ahu,No,Honolulu,"A brown water advisory is being issued for the areas from Nanakuli Beach Park to Waianae Boat Harbor, on the island of Oahu. Earlier heavy rains  have resulted in stormwater runoff entering into coastal waters.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.  Not all coastal areas may be impacted by runoff, however, if the water is brown stay out.",Closed
Brown Water Advisory,"Brown Water Advisory, Kauai",12/1/2013 12:00:00 AM,12/6/2013 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"A Brown Water Advisory is being issued for the east-north east areas of the island of Kauai, from Nawiliwili to (and including) Hanalei due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.


",Closed
Brown Water Advisory,"Brown Water Advisory, island of Oahu",11/9/2013 12:00:00 AM,11/13/2013 12:00:00 AM,Heavy rains,,,,No,O‘ahu,Yes,Honolulu,"A brown water advisory is being issued for the entire island of Oahu. Heavy rains  have resulted in stormwater runoff entering into coastal waters.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.  Not all coastal areas may be impacted by runoff, however, if the water is brown stay out.",Closed
Brown Water Advisory,"Brown Water Advisory, Kauai",11/9/2013 12:00:00 AM,11/13/2013 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"A Brown Water Advisory is being issued for the north and east areas of the island of Kauai, from Nawiliwili to (and including) Na Pali due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.


",Closed
Brown Water Advisory,Brown Water Advisory; Kahe power plant to Paradise Cove,10/17/2013 12:00:00 AM,11/7/2013 12:00:00 AM,Heavy rains,,,,No,O‘ahu,No,Honolulu,"A Brown Water Advisory is being issued for the areas from Kahe power plant to Paradise Cove due to earlier heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,"Brown Water Advisory, Kauai",10/1/2013 12:00:00 AM,10/4/2013 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"A Brown Water Advisory is being issued for the east-north east areas of the island of Kauai, from Nawiliwili to (and including) Hanalei due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.


",Closed
Brown Water Advisory,"Brown Water Advisory Keehi Lagoon, OAHU",5/29/2013 12:00:00 AM,5/30/2013 12:00:00 AM,Heavy Rains.,,,,No,O‘ahu,No,Honolulu,"A Brown Water Advisory is issued for Keehi Lagoon, OAHU.   The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens (leptospirosis), chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,Brown Water Advisory Waimea Bay,5/29/2013 12:00:00 AM,6/8/2013 12:00:00 AM,Heavy rains,,,,No,O‘ahu,No,Honolulu,"A Brown Water Advisory is issued for Waimea Bay, OAHU.   The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens (leptospirosis), chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,"Brown Water Advisory, Kauai",3/27/2013 12:00:00 AM,4/3/2013 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"A Brown Water Advisory remains up for the Lydgate Park area on the island of Kauai due to earlier heavy rains last week. The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.
",Closed
Brown Water Advisory,Brown Water Advisory issued for Oahu,3/10/2013 12:00:00 AM,3/13/2013 12:00:00 AM,Heavy Rains,,,,No,O‘ahu,Yes,Honolulu,"Heavy rains last  and continuing today have resulted in stormwater runoff entering into coastal waters.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris.  Not all coastal areas may be impacted by runoff, however, if the water is brown stay out.",Closed
Brown Water Advisory,Brown Water Advisory Keehi Lagoon,1/27/2013 12:00:00 AM,1/29/2013 12:00:00 AM,Heavy Rains including sewage spill,,,,No,O‘ahu,No,Honolulu,Update:  Brown Water Advisory still maintained for Keehi Lagoon due to heavy storm runoff and sewage spills.,Closed
Brown Water Advisory,"Brown Water Advisory, island of Oahu",1/27/2013 12:00:00 AM,1/29/2013 12:00:00 AM,Heavy Rains,,,,No,O‘ahu,Yes,Honolulu,"A Brown Water Advisory is being issued for the island of Oahu due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,Brown Water Advisory for Kauai,1/10/2013 12:00:00 AM,1/14/2013 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,Yes,Kauai,"A Brown Water Advisory is being issued for the island of Kauai due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,Brown Water Advisory for Kauai,7/21/2012 12:00:00 AM,7/21/2012 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,Yes,Kauai,"A Brown Water Advisory is being issued for the island of Kauai due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,Brown Water Advisory for Oahu,3/5/2012 12:00:00 AM,3/11/2012 12:00:00 AM,Heavy rains,,,,No,O‘ahu,Yes,Honolulu,"A Brown Water Advisory is being issued for the island of Oahu due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,Brown Water Advisory for Kauai,2/27/2012 12:00:00 AM,3/23/2012 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,Yes,Kauai,"A Brown Water Advisory is being issued for the island of Kauai due to heavy rains.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,"Brown Water Advisory for Hanalei, Kauai",1/18/2012 12:00:00 AM,1/20/2012 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"Due to recent heavy rains, a Brown Water Advisory is issued for Hanalei, Kauai.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,"Brown Water Advisory for Wailua, Kauai",1/18/2012 12:00:00 AM,1/20/2012 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"Due to recent heavy rains, a Brown Water Advisory has been issued for Wailua, Kauai.   The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,"Brown Water Advisory for Nawiliwili, Kauai",1/18/2012 12:00:00 AM,1/20/2012 12:00:00 AM,Heavy rains,,,,No,Kaua‘i,No,Kauai,"Due to recent heavy rains, a Brown Water Advisory is issued for Nawiliwili, Kauai.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
Brown Water Advisory,"Brown Water Advisory for Hilo, Hawaii",12/21/2011 12:00:00 AM,12/27/2011 12:00:00 AM,Continued heavy rains,,,,No,Hawai‘i,No,Hawaii,"Due to continued heavy rains, a Brown Water Advisory is issued for Hilo, Hawaii from Honolii to Onekahakaha Beach Park, including the entire Hilo Bay.  The public is advised to stay out of flood waters and storm water runoff due to possible overflowing cesspools, sewer  manholes, pesticides, animal fecal matter, dead animals, pathogens, chemicals, and associated flood debris. If coastal waters are turbid and brown, stay out.",Closed
